,Secciones,Indicadores de renta media y mediana,Periodo,Total
16387,2801302007 Aranjuez sección 02007,Renta neta media por hogar,2021,45.678
16429,2801302008 Aranjuez sección 02008,Renta neta media por hogar,2021,33.666
16513,2801303001 Aranjuez sección 03001,Renta neta media por hogar,2021,30.284
16555,2801303002 Aranjuez sección 03002,Renta neta media por hogar,2021,32.516
16597,2801303003 Aranjuez sección 03003,Renta neta media por hogar,2021,32.109
16639,2801303004 Aranjuez sección 03004,Renta neta media por hogar,2021,35.081
16681,2801303005 Aranjuez sección 03005,Renta neta media por hogar,2021,29.446
16723,2801303006 Aranjuez sección 03006,Renta neta media por hogar,2021,28.893
16765,2801303007 Aranjuez sección 03007,Renta neta media por hogar,2021,36.020
16807,2801303008 Aranjuez sección 03008,Renta neta media por hogar,2021,44.107
16849,2801303009 Aranjuez sección 03009,Renta neta media por hogar,2021,48.935
16891,2801303010 Aranjuez sección 03010,Renta neta media por hogar,2021,33.029
16975,2801304001 Aranjuez sección 04001,Renta neta media por hogar,2021,34.739
17017,2801304002 Aranjuez sección 04002,Renta neta media por hogar,2021,35.109
17059,2801304003 Aranjuez sección 04003,Renta neta media por hogar,2021,39.796
17101,2801304004 Aranjuez sección 04004,Renta neta media por hogar,2021,47.680
17143,2801304005 Aranjuez sección 04005,Renta neta media por hogar,2021,39.022
17185,2801304006 Aranjuez sección 04006,Renta neta media por hogar,2021,42.778
17311,2801401001 Arganda del Rey sección 01001,Renta neta media por hogar,2021,30.026
17353,2801401002 Arganda del Rey sección 01002,Renta neta media por hogar,2021,26.710
17395,2801401003 Arganda del Rey sección 01003,Renta neta media por hogar,2021,29.138
17437,2801401004 Arganda del Rey sección 01004,Renta neta media por hogar,2021,29.479
17479,2801401005 Arganda del Rey sección 01005,Renta neta media por hogar,2021,28.748
17521,2801401006 Arganda del Rey sección 01006,Renta neta media por hogar,2021,25.965
17563,2801401007 Arganda del Rey sección 01007,Renta neta media por hogar,2021,29.882
17605,2801401008 Arganda del Rey sección 01008,Renta neta media por hogar,2021,32.425
17647,2801401009 Arganda del Rey sección 01009,Renta neta media por hogar,2021,29.973
17689,2801401010 Arganda del Rey sección 01010,Renta neta media por hogar,2021,35.869
17731,2801401011 Arganda del Rey sección 01011,Renta neta media por hogar,2021,39.853
17773,2801401012 Arganda del Rey sección 01012,Renta neta media por hogar,2021,34.313
17815,2801401013 Arganda del Rey sección 01013,Renta neta media por hogar,2021,30.900
17857,2801401014 Arganda del Rey sección 01014,Renta neta media por hogar,2021,41.666
17899,2801401015 Arganda del Rey sección 01015,Renta neta media por hogar,2021,25.639
17941,2801401016 Arganda del Rey sección 01016,Renta neta media por hogar,2021,32.845
17983,2801401017 Arganda del Rey sección 01017,Renta neta media por hogar,2021,34.822
18025,2801401018 Arganda del Rey sección 01018,Renta neta media por hogar,2021,32.351
18067,2801401019 Arganda del Rey sección 01019,Renta neta media por hogar,2021,37.651
18109,2801401020 Arganda del Rey sección 01020,Renta neta media por hogar,2021,45.397
18151,2801401021 Arganda del Rey sección 01021,Renta neta media por hogar,2021,53.124
18193,2801401022 Arganda del Rey sección 01022,Renta neta media por hogar,2021,35.610
18235,2801401023 Arganda del Rey sección 01023,Renta neta media por hogar,2021,29.228
18277,2801401024 Arganda del Rey sección 01024,Renta neta media por hogar,2021,46.765
18319,2801401025 Arganda del Rey sección 01025,Renta neta media por hogar,2021,41.104
18361,2801401026 Arganda del Rey sección 01026,Renta neta media por hogar,2021,42.130
18487,2801501001 Arroyomolinos sección 01001,Renta neta media por hogar,2021,44.407
18529,2801501002 Arroyomolinos sección 01002,Renta neta media por hogar,2021,45.402
18571,2801501003 Arroyomolinos sección 01003,Renta neta media por hogar,2021,45.208
18613,2801501004 Arroyomolinos sección 01004,Renta neta media por hogar,2021,49.327
18655,2801501005 Arroyomolinos sección 01005,Renta neta media por hogar,2021,52.126
18697,2801501006 Arroyomolinos sección 01006,Renta neta media por hogar,2021,46.188
18739,2801501007 Arroyomolinos sección 01007,Renta neta media por hogar,2021,55.322
18781,2801501008 Arroyomolinos sección 01008,Renta neta media por hogar,2021,49.009
18823,2801501009 Arroyomolinos sección 01009,Renta neta media por hogar,2021,56.769
18865,2801501010 Arroyomolinos sección 01010,Renta neta media por hogar,2021,53.567
18907,2801501011 Arroyomolinos sección 01011,Renta neta media por hogar,2021,48.641
18949,2801501012 Arroyomolinos sección 01012,Renta neta media por hogar,2021,40.967
18991,2801501013 Arroyomolinos sección 01013,Renta neta media por hogar,2021,24.142
19033,2801501014 Arroyomolinos sección 01014,Renta neta media por hogar,2021,51.891
19159,"2801601001 Atazar, El sección 01001",Renta neta media por hogar,2021,30.175
19285,2801701001 Batres sección 01001,Renta neta media por hogar,2021,41.241
19411,2801801001 Becerril de la Sierra sección 01001,Renta neta media por hogar,2021,35.947
19453,2801801002 Becerril de la Sierra sección 01002,Renta neta media por hogar,2021,43.009
19579,2801901001 Belmonte de Tajo sección 01001,Renta neta media por hogar,2021,29.326
19705,2802001001 Berzosa del Lozoya sección 01001,Renta neta media por hogar,2021,32.533
19831,"2802101001 Berrueco, El sección 01001",Renta neta media por hogar,2021,30.910
19957,2802201001 Boadilla del Monte sección 01001,Renta neta media por hogar,2021,33.555
19999,2802201002 Boadilla del Monte sección 01002,Renta neta media por hogar,2021,88.769
20041,2802201003 Boadilla del Monte sección 01003,Renta neta media por hogar,2021,88.769
20083,2802201004 Boadilla del Monte sección 01004,Renta neta media por hogar,2021,88.769
20125,2802201005 Boadilla del Monte sección 01005,Renta neta media por hogar,2021,81.078
20167,2802201006 Boadilla del Monte sección 01006,Renta neta media por hogar,2021,50.999
20209,2802201007 Boadilla del Monte sección 01007,Renta neta media por hogar,2021,88.769
20251,2802201008 Boadilla del Monte sección 01008,Renta neta media por hogar,2021,37.168
20293,2802201009 Boadilla del Monte sección 01009,Renta neta media por hogar,2021,88.769
20335,2802201010 Boadilla del Monte sección 01010,Renta neta media por hogar,2021,86.820
20377,2802201011 Boadilla del Monte sección 01011,Renta neta media por hogar,2021,53.585
20419,2802201012 Boadilla del Monte sección 01012,Renta neta media por hogar,2021,63.032
20461,2802201013 Boadilla del Monte sección 01013,Renta neta media por hogar,2021,64.994
20503,2802201014 Boadilla del Monte sección 01014,Renta neta media por hogar,2021,65.694
20545,2802201015 Boadilla del Monte sección 01015,Renta neta media por hogar,2021,64.649
20587,2802201016 Boadilla del Monte sección 01016,Renta neta media por hogar,2021,68.751
20629,2802201017 Boadilla del Monte sección 01017,Renta neta media por hogar,2021,70.449
20671,2802201018 Boadilla del Monte sección 01018,Renta neta media por hogar,2021,64.391
20713,2802201019 Boadilla del Monte sección 01019,Renta neta media por hogar,2021,69.408
20755,2802201020 Boadilla del Monte sección 01020,Renta neta media por hogar,2021,83.833
20797,2802201021 Boadilla del Monte sección 01021,Renta neta media por hogar,2021,69.595
20839,2802201022 Boadilla del Monte sección 01022,Renta neta media por hogar,2021,88.769
20881,2802201023 Boadilla del Monte sección 01023,Renta neta media por hogar,2021,68.172
20923,2802201024 Boadilla del Monte sección 01024,Renta neta media por hogar,2021,64.145
20965,2802201025 Boadilla del Monte sección 01025,Renta neta media por hogar,2021,82.079
21007,2802201026 Boadilla del Monte sección 01026,Renta neta media por hogar,2021,69.381
21049,2802201027 Boadilla del Monte sección 01027,Renta neta media por hogar,2021,71.306
21091,2802201028 Boadilla del Monte sección 01028,Renta neta media por hogar,2021,88.769
21133,2802201029 Boadilla del Monte sección 01029,Renta neta media por hogar,2021,88.769
21259,"2802301001 Boalo, El sección 01001",Renta neta media por hogar,2021,45.532
21301,"2802301002 Boalo, El sección 01002",Renta neta media por hogar,2021,45.166
21343,"2802301003 Boalo, El sección 01003",Renta neta media por hogar,2021,45.242
21385,"2802301004 Boalo, El sección 01004",Renta neta media por hogar,2021,38.465
21511,2802401001 Braojos sección 01001,Renta neta media por hogar,2021,32.495
21637,2802501001 Brea de Tajo sección 01001,Renta neta media por hogar,2021,23.115
21763,2802601001 Brunete sección 01001,Renta neta media por hogar,2021,35.758
21805,2802601002 Brunete sección 01002,Renta neta media por hogar,2021,37.927
21847,2802601003 Brunete sección 01003,Renta neta media por hogar,2021,51.862
21889,2802601004 Brunete sección 01004,Renta neta media por hogar,2021,46.023
21931,2802601005 Brunete sección 01005,Renta neta media por hogar,2021,39.232
22057,2802701001 Buitrago del Lozoya sección 01001,Renta neta media por hogar,2021,32.356
22183,2802801001 Bustarviejo sección 01001,Renta neta media por hogar,2021,32.273
22309,2802901001 Cabanillas de la Sierra sección 01001,Renta neta media por hogar,2021,37.592
22435,"2803001001 Cabrera, La sección 01001",Renta neta media por hogar,2021,35.814
22561,2803101001 Cadalso de los Vidrios sección 01001,Renta neta media por hogar,2021,26.067
22603,2803101002 Cadalso de los Vidrios sección 01002,Renta neta media por hogar,2021,27.373
22729,2803201001 Camarma de Esteruelas sección 01001,Renta neta media por hogar,2021,37.409
22771,2803201002 Camarma de Esteruelas sección 01002,Renta neta media por hogar,2021,33.534
22813,2803201003 Camarma de Esteruelas sección 01003,Renta neta media por hogar,2021,45.447
22939,2803301001 Campo Real sección 01001,Renta neta media por hogar,2021,33.474
22981,2803301002 Campo Real sección 01002,Renta neta media por hogar,2021,34.420
23023,2803301003 Campo Real sección 01003,Renta neta media por hogar,2021,33.034
23149,2803401001 Canencia sección 01001,Renta neta media por hogar,2021,24.954
23275,2803501001 Carabaña sección 01001,Renta neta media por hogar,2021,26.249
23401,2803601001 Casarrubuelos sección 01001,Renta neta media por hogar,2021,34.017
23443,2803601002 Casarrubuelos sección 01002,Renta neta media por hogar,2021,38.413
23569,2803701001 Cenicientos sección 01001,Renta neta media por hogar,2021,24.701
23611,2803701002 Cenicientos sección 01002,Renta neta media por hogar,2021,25.123
23737,2803801001 Cercedilla sección 01001,Renta neta media por hogar,2021,33.747
23779,2803801002 Cercedilla sección 01002,Renta neta media por hogar,2021,35.627
23821,2803801003 Cercedilla sección 01003,Renta neta media por hogar,2021,39.948
23947,2803901001 Cervera de Buitrago sección 01001,Renta neta media por hogar,2021,29.521
24073,2804001001 Ciempozuelos sección 01001,Renta neta media por hogar,2021,34.391
24115,2804001002 Ciempozuelos sección 01002,Renta neta media por hogar,2021,30.127
24157,2804001003 Ciempozuelos sección 01003,Renta neta media por hogar,2021,35.797
24241,2804002001 Ciempozuelos sección 02001,Renta neta media por hogar,2021,29.680
24283,2804002002 Ciempozuelos sección 02002,Renta neta media por hogar,2021,30.571
24325,2804002003 Ciempozuelos sección 02003,Renta neta media por hogar,2021,29.313
24367,2804002004 Ciempozuelos sección 02004,Renta neta media por hogar,2021,38.744
24409,2804002005 Ciempozuelos sección 02005,Renta neta media por hogar,2021,33.037
24451,2804002006 Ciempozuelos sección 02006,Renta neta media por hogar,2021,37.532
24535,2804003001 Ciempozuelos sección 03001,Renta neta media por hogar,2021,31.219
24577,2804003002 Ciempozuelos sección 03002,Renta neta media por hogar,2021,32.351
24703,2804101001 Cobeña sección 01001,Renta neta media por hogar,2021,53.116
24745,2804101002 Cobeña sección 01002,Renta neta media por hogar,2021,53.446
24787,2804101003 Cobeña sección 01003,Renta neta media por hogar,2021,50.539
24913,2804201001 Colmenar del Arroyo sección 01001,Renta neta media por hogar,2021,35.443
25039,2804301001 Colmenar de Oreja sección 01001,Renta neta media por hogar,2021,27.177
25081,2804301002 Colmenar de Oreja sección 01002,Renta neta media por hogar,2021,29.472
25165,2804302001 Colmenar de Oreja sección 02001,Renta neta media por hogar,2021,26.956
25207,2804302002 Colmenar de Oreja sección 02002,Renta neta media por hogar,2021,29.265
25249,2804302003 Colmenar de Oreja sección 02003,Renta neta media por hogar,2021,30.700
25375,2804401001 Colmenarejo sección 01001,Renta neta media por hogar,2021,38.319
25417,2804401002 Colmenarejo sección 01002,Renta neta media por hogar,2021,41.520
25459,2804401003 Colmenarejo sección 01003,Renta neta media por hogar,2021,43.475
25501,2804401004 Colmenarejo sección 01004,Renta neta media por hogar,2021,55.266
25627,2804501001 Colmenar Viejo sección 01001,Renta neta media por hogar,2021,42.263
25669,2804501002 Colmenar Viejo sección 01002,Renta neta media por hogar,2021,38.727
25711,2804501003 Colmenar Viejo sección 01003,Renta neta media por hogar,2021,31.015
25753,2804501004 Colmenar Viejo sección 01004,Renta neta media por hogar,2021,35.868
25795,2804501005 Colmenar Viejo sección 01005,Renta neta media por hogar,2021,39.192
25837,2804501006 Colmenar Viejo sección 01006,Renta neta media por hogar,2021,35.907
25879,2804501007 Colmenar Viejo sección 01007,Renta neta media por hogar,2021,30.409
25921,2804501008 Colmenar Viejo sección 01008,Renta neta media por hogar,2021,49.522
25963,2804501009 Colmenar Viejo sección 01009,Renta neta media por hogar,2021,31.446
26005,2804501010 Colmenar Viejo sección 01010,Renta neta media por hogar,2021,31.904
26047,2804501011 Colmenar Viejo sección 01011,Renta neta media por hogar,2021,55.539
26089,2804501012 Colmenar Viejo sección 01012,Renta neta media por hogar,2021,48.669
26131,2804501013 Colmenar Viejo sección 01013,Renta neta media por hogar,2021,48.080
26173,2804501014 Colmenar Viejo sección 01014,Renta neta media por hogar,2021,31.535
26215,2804501015 Colmenar Viejo sección 01015,Renta neta media por hogar,2021,46.196
26257,2804501016 Colmenar Viejo sección 01016,Renta neta media por hogar,2021,69.578
26299,2804501017 Colmenar Viejo sección 01017,Renta neta media por hogar,2021,41.765
26341,2804501018 Colmenar Viejo sección 01018,Renta neta media por hogar,2021,48.692
26383,2804501019 Colmenar Viejo sección 01019,Renta neta media por hogar,2021,48.051
26425,2804501020 Colmenar Viejo sección 01020,Renta neta media por hogar,2021,52.792
26467,2804501021 Colmenar Viejo sección 01021,Renta neta media por hogar,2021,75.978
26509,2804501022 Colmenar Viejo sección 01022,Renta neta media por hogar,2021,62.490
26551,2804501023 Colmenar Viejo sección 01023,Renta neta media por hogar,2021,64.505
26593,2804501024 Colmenar Viejo sección 01024,Renta neta media por hogar,2021,39.643
26635,2804501025 Colmenar Viejo sección 01025,Renta neta media por hogar,2021,44.509
26677,2804501026 Colmenar Viejo sección 01026,Renta neta media por hogar,2021,52.427
26803,2804601001 Collado Mediano sección 01001,Renta neta media por hogar,2021,41.817
