,Secciones,Indicadores de renta media y mediana,Periodo,Total
101647,2807910086 Madrid sección 10086,Renta neta media por hogar,2021,24.472
101689,2807910087 Madrid sección 10087,Renta neta media por hogar,2021,51.371
101731,2807910088 Madrid sección 10088,Renta neta media por hogar,2021,32.080
101773,2807910089 Madrid sección 10089,Renta neta media por hogar,2021,30.073
101815,2807910090 Madrid sección 10090,Renta neta media por hogar,2021,39.805
101857,2807910091 Madrid sección 10091,Renta neta media por hogar,2021,46.430
101899,2807910092 Madrid sección 10092,Renta neta media por hogar,2021,34.566
101941,2807910093 Madrid sección 10093,Renta neta media por hogar,2021,29.454
101983,2807910094 Madrid sección 10094,Renta neta media por hogar,2021,25.121
102025,2807910095 Madrid sección 10095,Renta neta media por hogar,2021,29.114
102067,2807910096 Madrid sección 10096,Renta neta media por hogar,2021,25.527
102109,2807910098 Madrid sección 10098,Renta neta media por hogar,2021,30.916
102151,2807910099 Madrid sección 10099,Renta neta media por hogar,2021,35.103
102193,2807910100 Madrid sección 10100,Renta neta media por hogar,2021,32.075
102235,2807910101 Madrid sección 10101,Renta neta media por hogar,2021,35.568
102277,2807910102 Madrid sección 10102,Renta neta media por hogar,2021,37.195
102319,2807910103 Madrid sección 10103,Renta neta media por hogar,2021,27.547
102361,2807910104 Madrid sección 10104,Renta neta media por hogar,2021,
102403,2807910106 Madrid sección 10106,Renta neta media por hogar,2021,44.886
102445,2807910107 Madrid sección 10107,Renta neta media por hogar,2021,42.015
102487,2807910108 Madrid sección 10108,Renta neta media por hogar,2021,38.455
102529,2807910109 Madrid sección 10109,Renta neta media por hogar,2021,37.873
102571,2807910110 Madrid sección 10110,Renta neta media por hogar,2021,27.414
102613,2807910111 Madrid sección 10111,Renta neta media por hogar,2021,24.184
102655,2807910112 Madrid sección 10112,Renta neta media por hogar,2021,26.181
102697,2807910113 Madrid sección 10113,Renta neta media por hogar,2021,26.374
102739,2807910114 Madrid sección 10114,Renta neta media por hogar,2021,27.220
102781,2807910115 Madrid sección 10115,Renta neta media por hogar,2021,25.585
102823,2807910116 Madrid sección 10116,Renta neta media por hogar,2021,38.294
102865,2807910117 Madrid sección 10117,Renta neta media por hogar,2021,46.025
102907,2807910118 Madrid sección 10118,Renta neta media por hogar,2021,36.953
102949,2807910119 Madrid sección 10119,Renta neta media por hogar,2021,48.226
102991,2807910120 Madrid sección 10120,Renta neta media por hogar,2021,34.493
103033,2807910121 Madrid sección 10121,Renta neta media por hogar,2021,27.241
103075,2807910122 Madrid sección 10122,Renta neta media por hogar,2021,39.536
103117,2807910123 Madrid sección 10123,Renta neta media por hogar,2021,37.842
103159,2807910124 Madrid sección 10124,Renta neta media por hogar,2021,29.590
103201,2807910125 Madrid sección 10125,Renta neta media por hogar,2021,33.832
103243,2807910126 Madrid sección 10126,Renta neta media por hogar,2021,31.090
103285,2807910127 Madrid sección 10127,Renta neta media por hogar,2021,28.315
103327,2807910128 Madrid sección 10128,Renta neta media por hogar,2021,35.127
103369,2807910129 Madrid sección 10129,Renta neta media por hogar,2021,39.270
103411,2807910130 Madrid sección 10130,Renta neta media por hogar,2021,37.761
103453,2807910131 Madrid sección 10131,Renta neta media por hogar,2021,40.732
103495,2807910132 Madrid sección 10132,Renta neta media por hogar,2021,39.476
103537,2807910133 Madrid sección 10133,Renta neta media por hogar,2021,41.489
103579,2807910134 Madrid sección 10134,Renta neta media por hogar,2021,32.759
103621,2807910135 Madrid sección 10135,Renta neta media por hogar,2021,31.078
103663,2807910136 Madrid sección 10136,Renta neta media por hogar,2021,32.835
103705,2807910137 Madrid sección 10137,Renta neta media por hogar,2021,25.918
103747,2807910138 Madrid sección 10138,Renta neta media por hogar,2021,43.072
103789,2807910139 Madrid sección 10139,Renta neta media por hogar,2021,30.293
103831,2807910140 Madrid sección 10140,Renta neta media por hogar,2021,33.676
103873,2807910142 Madrid sección 10142,Renta neta media por hogar,2021,30.236
103915,2807910143 Madrid sección 10143,Renta neta media por hogar,2021,36.126
103957,2807910144 Madrid sección 10144,Renta neta media por hogar,2021,25.064
103999,2807910145 Madrid sección 10145,Renta neta media por hogar,2021,30.699
104041,2807910146 Madrid sección 10146,Renta neta media por hogar,2021,29.678
104083,2807910147 Madrid sección 10147,Renta neta media por hogar,2021,27.424
104125,2807910148 Madrid sección 10148,Renta neta media por hogar,2021,24.757
104167,2807910149 Madrid sección 10149,Renta neta media por hogar,2021,27.734
104209,2807910150 Madrid sección 10150,Renta neta media por hogar,2021,27.811
104251,2807910151 Madrid sección 10151,Renta neta media por hogar,2021,31.859
104293,2807910152 Madrid sección 10152,Renta neta media por hogar,2021,45.615
104335,2807910153 Madrid sección 10153,Renta neta media por hogar,2021,40.457
104377,2807910154 Madrid sección 10154,Renta neta media por hogar,2021,31.243
104419,2807910156 Madrid sección 10156,Renta neta media por hogar,2021,46.756
104461,2807910157 Madrid sección 10157,Renta neta media por hogar,2021,49.939
104503,2807910158 Madrid sección 10158,Renta neta media por hogar,2021,49.120
104545,2807910159 Madrid sección 10159,Renta neta media por hogar,2021,51.538
104587,2807910161 Madrid sección 10161,Renta neta media por hogar,2021,30.130
104629,2807910162 Madrid sección 10162,Renta neta media por hogar,2021,26.831
104671,2807910163 Madrid sección 10163,Renta neta media por hogar,2021,29.493
104713,2807910164 Madrid sección 10164,Renta neta media por hogar,2021,25.095
104755,2807910165 Madrid sección 10165,Renta neta media por hogar,2021,37.258
104797,2807910167 Madrid sección 10167,Renta neta media por hogar,2021,41.533
104839,2807910168 Madrid sección 10168,Renta neta media por hogar,2021,28.917
104881,2807910169 Madrid sección 10169,Renta neta media por hogar,2021,28.152
104923,2807910170 Madrid sección 10170,Renta neta media por hogar,2021,34.359
104965,2807910171 Madrid sección 10171,Renta neta media por hogar,2021,32.578
105007,2807910172 Madrid sección 10172,Renta neta media por hogar,2021,33.152
105049,2807910173 Madrid sección 10173,Renta neta media por hogar,2021,36.012
105091,2807910174 Madrid sección 10174,Renta neta media por hogar,2021,34.839
105133,2807910175 Madrid sección 10175,Renta neta media por hogar,2021,35.108
105175,2807910176 Madrid sección 10176,Renta neta media por hogar,2021,32.010
105217,2807910178 Madrid sección 10178,Renta neta media por hogar,2021,33.205
105259,2807910179 Madrid sección 10179,Renta neta media por hogar,2021,27.646
105301,2807910180 Madrid sección 10180,Renta neta media por hogar,2021,33.618
105343,2807910181 Madrid sección 10181,Renta neta media por hogar,2021,28.140
105385,2807910182 Madrid sección 10182,Renta neta media por hogar,2021,24.005
105427,2807910183 Madrid sección 10183,Renta neta media por hogar,2021,31.604
105469,2807910184 Madrid sección 10184,Renta neta media por hogar,2021,33.232
105511,2807910185 Madrid sección 10185,Renta neta media por hogar,2021,31.801
105553,2807910187 Madrid sección 10187,Renta neta media por hogar,2021,32.040
105595,2807910188 Madrid sección 10188,Renta neta media por hogar,2021,32.351
105637,2807910189 Madrid sección 10189,Renta neta media por hogar,2021,31.160
105679,2807910190 Madrid sección 10190,Renta neta media por hogar,2021,30.416
105721,2807910191 Madrid sección 10191,Renta neta media por hogar,2021,30.659
105763,2807910192 Madrid sección 10192,Renta neta media por hogar,2021,35.979
105805,2807910193 Madrid sección 10193,Renta neta media por hogar,2021,31.325
105847,2807910194 Madrid sección 10194,Renta neta media por hogar,2021,34.876
105889,2807910196 Madrid sección 10196,Renta neta media por hogar,2021,
105931,2807910197 Madrid sección 10197,Renta neta media por hogar,2021,41.275
105973,2807910198 Madrid sección 10198,Renta neta media por hogar,2021,34.724
106015,2807910199 Madrid sección 10199,Renta neta media por hogar,2021,34.086
106057,2807910201 Madrid sección 10201,Renta neta media por hogar,2021,33.619
106099,2807910202 Madrid sección 10202,Renta neta media por hogar,2021,37.349
106141,2807910203 Madrid sección 10203,Renta neta media por hogar,2021,32.919
106183,2807910204 Madrid sección 10204,Renta neta media por hogar,2021,29.992
106225,2807910205 Madrid sección 10205,Renta neta media por hogar,2021,49.601
106267,2807910206 Madrid sección 10206,Renta neta media por hogar,2021,44.313
106309,2807910207 Madrid sección 10207,Renta neta media por hogar,2021,45.772
106351,2807910209 Madrid sección 10209,Renta neta media por hogar,2021,37.136
106393,2807910210 Madrid sección 10210,Renta neta media por hogar,2021,31.951
106435,2807910211 Madrid sección 10211,Renta neta media por hogar,2021,37.250
106477,2807910212 Madrid sección 10212,Renta neta media por hogar,2021,48.404
106519,2807910213 Madrid sección 10213,Renta neta media por hogar,2021,49.400
106561,2807910214 Madrid sección 10214,Renta neta media por hogar,2021,42.972
106603,2807910215 Madrid sección 10215,Renta neta media por hogar,2021,46.118
106645,2807910216 Madrid sección 10216,Renta neta media por hogar,2021,46.551
106687,2807910217 Madrid sección 10217,Renta neta media por hogar,2021,36.204
106729,2807910218 Madrid sección 10218,Renta neta media por hogar,2021,52.873
106771,2807910219 Madrid sección 10219,Renta neta media por hogar,2021,41.146
106813,2807910220 Madrid sección 10220,Renta neta media por hogar,2021,36.206
106855,2807910221 Madrid sección 10221,Renta neta media por hogar,2021,44.080
106939,2807911001 Madrid sección 11001,Renta neta media por hogar,2021,31.938
106981,2807911002 Madrid sección 11002,Renta neta media por hogar,2021,35.971
107023,2807911003 Madrid sección 11003,Renta neta media por hogar,2021,38.095
107065,2807911004 Madrid sección 11004,Renta neta media por hogar,2021,37.965
107107,2807911005 Madrid sección 11005,Renta neta media por hogar,2021,34.231
107149,2807911006 Madrid sección 11006,Renta neta media por hogar,2021,31.942
107191,2807911007 Madrid sección 11007,Renta neta media por hogar,2021,28.876
107233,2807911010 Madrid sección 11010,Renta neta media por hogar,2021,36.642
107275,2807911011 Madrid sección 11011,Renta neta media por hogar,2021,35.914
107317,2807911012 Madrid sección 11012,Renta neta media por hogar,2021,29.690
107359,2807911013 Madrid sección 11013,Renta neta media por hogar,2021,28.064
107401,2807911015 Madrid sección 11015,Renta neta media por hogar,2021,28.635
107443,2807911016 Madrid sección 11016,Renta neta media por hogar,2021,26.465
107485,2807911017 Madrid sección 11017,Renta neta media por hogar,2021,24.632
107527,2807911018 Madrid sección 11018,Renta neta media por hogar,2021,29.461
107569,2807911019 Madrid sección 11019,Renta neta media por hogar,2021,34.431
107611,2807911021 Madrid sección 11021,Renta neta media por hogar,2021,28.347
107653,2807911022 Madrid sección 11022,Renta neta media por hogar,2021,34.821
107695,2807911023 Madrid sección 11023,Renta neta media por hogar,2021,27.075
107737,2807911024 Madrid sección 11024,Renta neta media por hogar,2021,28.789
107779,2807911025 Madrid sección 11025,Renta neta media por hogar,2021,34.329
107821,2807911026 Madrid sección 11026,Renta neta media por hogar,2021,32.107
107863,2807911028 Madrid sección 11028,Renta neta media por hogar,2021,40.079
107905,2807911029 Madrid sección 11029,Renta neta media por hogar,2021,29.904
107947,2807911030 Madrid sección 11030,Renta neta media por hogar,2021,29.414
107989,2807911031 Madrid sección 11031,Renta neta media por hogar,2021,36.877
108031,2807911032 Madrid sección 11032,Renta neta media por hogar,2021,29.910
108073,2807911033 Madrid sección 11033,Renta neta media por hogar,2021,29.099
108115,2807911034 Madrid sección 11034,Renta neta media por hogar,2021,29.289
108157,2807911035 Madrid sección 11035,Renta neta media por hogar,2021,31.458
108199,2807911036 Madrid sección 11036,Renta neta media por hogar,2021,31.725
108241,2807911037 Madrid sección 11037,Renta neta media por hogar,2021,28.611
108283,2807911038 Madrid sección 11038,Renta neta media por hogar,2021,26.869
108325,2807911039 Madrid sección 11039,Renta neta media por hogar,2021,35.310
108367,2807911040 Madrid sección 11040,Renta neta media por hogar,2021,24.790
108409,2807911041 Madrid sección 11041,Renta neta media por hogar,2021,26.169
108451,2807911042 Madrid sección 11042,Renta neta media por hogar,2021,28.490
108493,2807911043 Madrid sección 11043,Renta neta media por hogar,2021,33.391
108535,2807911044 Madrid sección 11044,Renta neta media por hogar,2021,43.921
108577,2807911045 Madrid sección 11045,Renta neta media por hogar,2021,39.169
108619,2807911046 Madrid sección 11046,Renta neta media por hogar,2021,30.937
108661,2807911047 Madrid sección 11047,Renta neta media por hogar,2021,29.600
108703,2807911048 Madrid sección 11048,Renta neta media por hogar,2021,28.930
108745,2807911049 Madrid sección 11049,Renta neta media por hogar,2021,35.637
108787,2807911050 Madrid sección 11050,Renta neta media por hogar,2021,35.874
108829,2807911051 Madrid sección 11051,Renta neta media por hogar,2021,37.166
108871,2807911054 Madrid sección 11054,Renta neta media por hogar,2021,27.156
108913,2807911055 Madrid sección 11055,Renta neta media por hogar,2021,25.972
108955,2807911056 Madrid sección 11056,Renta neta media por hogar,2021,26.797
108997,2807911057 Madrid sección 11057,Renta neta media por hogar,2021,29.245
109039,2807911058 Madrid sección 11058,Renta neta media por hogar,2021,29.201
109081,2807911059 Madrid sección 11059,Renta neta media por hogar,2021,26.095
109123,2807911060 Madrid sección 11060,Renta neta media por hogar,2021,37.525
109165,2807911061 Madrid sección 11061,Renta neta media por hogar,2021,28.723
109207,2807911062 Madrid sección 11062,Renta neta media por hogar,2021,25.872
109249,2807911063 Madrid sección 11063,Renta neta media por hogar,2021,28.935
109291,2807911065 Madrid sección 11065,Renta neta media por hogar,2021,38.207
109333,2807911066 Madrid sección 11066,Renta neta media por hogar,2021,25.235
109375,2807911067 Madrid sección 11067,Renta neta media por hogar,2021,36.912
109417,2807911068 Madrid sección 11068,Renta neta media por hogar,2021,27.725
109459,2807911069 Madrid sección 11069,Renta neta media por hogar,2021,28.768
109501,2807911070 Madrid sección 11070,Renta neta media por hogar,2021,31.048
109543,2807911071 Madrid sección 11071,Renta neta media por hogar,2021,25.773
109585,2807911072 Madrid sección 11072,Renta neta media por hogar,2021,25.930
109627,2807911073 Madrid sección 11073,Renta neta media por hogar,2021,26.807
109669,2807911074 Madrid sección 11074,Renta neta media por hogar,2021,25.909
109711,2807911075 Madrid sección 11075,Renta neta media por hogar,2021,31.482
109753,2807911078 Madrid sección 11078,Renta neta media por hogar,2021,29.354
109795,2807911079 Madrid sección 11079,Renta neta media por hogar,2021,26.486
109837,2807911080 Madrid sección 11080,Renta neta media por hogar,2021,27.872
109879,2807911081 Madrid sección 11081,Renta neta media por hogar,2021,28.420
109921,2807911082 Madrid sección 11082,Renta neta media por hogar,2021,28.804
109963,2807911083 Madrid sección 11083,Renta neta media por hogar,2021,25.773
110005,2807911084 Madrid sección 11084,Renta neta media por hogar,2021,
110047,2807911085 Madrid sección 11085,Renta neta media por hogar,2021,27.859
110089,2807911086 Madrid sección 11086,Renta neta media por hogar,2021,28.130
110131,2807911087 Madrid sección 11087,Renta neta media por hogar,2021,27.555
110173,2807911088 Madrid sección 11088,Renta neta media por hogar,2021,28.838
110215,2807911089 Madrid sección 11089,Renta neta media por hogar,2021,27.856
110257,2807911091 Madrid sección 11091,Renta neta media por hogar,2021,26.154
110299,2807911092 Madrid sección 11092,Renta neta media por hogar,2021,28.595
110341,2807911093 Madrid sección 11093,Renta neta media por hogar,2021,38.301
110383,2807911094 Madrid sección 11094,Renta neta media por hogar,2021,51.260
110425,2807911095 Madrid sección 11095,Renta neta media por hogar,2021,44.841
110467,2807911096 Madrid sección 11096,Renta neta media por hogar,2021,37.764
110509,2807911097 Madrid sección 11097,Renta neta media por hogar,2021,34.249
110551,2807911098 Madrid sección 11098,Renta neta media por hogar,2021,36.057
110593,2807911099 Madrid sección 11099,Renta neta media por hogar,2021,36.045
110635,2807911100 Madrid sección 11100,Renta neta media por hogar,2021,30.886
110677,2807911101 Madrid sección 11101,Renta neta media por hogar,2021,31.684
110719,2807911102 Madrid sección 11102,Renta neta media por hogar,2021,29.179
110761,2807911103 Madrid sección 11103,Renta neta media por hogar,2021,29.729
110803,2807911104 Madrid sección 11104,Renta neta media por hogar,2021,31.164
110845,2807911105 Madrid sección 11105,Renta neta media por hogar,2021,28.215
110887,2807911106 Madrid sección 11106,Renta neta media por hogar,2021,30.915
110929,2807911107 Madrid sección 11107,Renta neta media por hogar,2021,37.152
110971,2807911108 Madrid sección 11108,Renta neta media por hogar,2021,26.965
111013,2807911109 Madrid sección 11109,Renta neta media por hogar,2021,25.747
111055,2807911110 Madrid sección 11110,Renta neta media por hogar,2021,29.759
111097,2807911111 Madrid sección 11111,Renta neta media por hogar,2021,28.370
111139,2807911112 Madrid sección 11112,Renta neta media por hogar,2021,30.281
111181,2807911113 Madrid sección 11113,Renta neta media por hogar,2021,29.940
111223,2807911114 Madrid sección 11114,Renta neta media por hogar,2021,31.033
111265,2807911115 Madrid sección 11115,Renta neta media por hogar,2021,28.994
111307,2807911116 Madrid sección 11116,Renta neta media por hogar,2021,25.735
111349,2807911117 Madrid sección 11117,Renta neta media por hogar,2021,25.382
111391,2807911118 Madrid sección 11118,Renta neta media por hogar,2021,26.065
111433,2807911119 Madrid sección 11119,Renta neta media por hogar,2021,26.663
111475,2807911120 Madrid sección 11120,Renta neta media por hogar,2021,26.563
111517,2807911121 Madrid sección 11121,Renta neta media por hogar,2021,24.970
111559,2807911122 Madrid sección 11122,Renta neta media por hogar,2021,25.197
111601,2807911123 Madrid sección 11123,Renta neta media por hogar,2021,34.015
111643,2807911124 Madrid sección 11124,Renta neta media por hogar,2021,31.896
111685,2807911125 Madrid sección 11125,Renta neta media por hogar,2021,34.103
111727,2807911126 Madrid sección 11126,Renta neta media por hogar,2021,32.241
111769,2807911128 Madrid sección 11128,Renta neta media por hogar,2021,23.580
111811,2807911129 Madrid sección 11129,Renta neta media por hogar,2021,20.948
111853,2807911130 Madrid sección 11130,Renta neta media por hogar,2021,24.250
111895,2807911131 Madrid sección 11131,Renta neta media por hogar,2021,23.290
111937,2807911132 Madrid sección 11132,Renta neta media por hogar,2021,21.953
111979,2807911133 Madrid sección 11133,Renta neta media por hogar,2021,31.996
112021,2807911134 Madrid sección 11134,Renta neta media por hogar,2021,25.952
112063,2807911135 Madrid sección 11135,Renta neta media por hogar,2021,31.216
112105,2807911136 Madrid sección 11136,Renta neta media por hogar,2021,30.368
112147,2807911137 Madrid sección 11137,Renta neta media por hogar,2021,38.856
112189,2807911138 Madrid sección 11138,Renta neta media por hogar,2021,29.779
112231,2807911139 Madrid sección 11139,Renta neta media por hogar,2021,27.969
112273,2807911140 Madrid sección 11140,Renta neta media por hogar,2021,27.391
112315,2807911141 Madrid sección 11141,Renta neta media por hogar,2021,30.888
112357,2807911142 Madrid sección 11142,Renta neta media por hogar,2021,31.549
112399,2807911143 Madrid sección 11143,Renta neta media por hogar,2021,25.926
112441,2807911145 Madrid sección 11145,Renta neta media por hogar,2021,27.591
112483,2807911146 Madrid sección 11146,Renta neta media por hogar,2021,28.443
112525,2807911147 Madrid sección 11147,Renta neta media por hogar,2021,34.434
112567,2807911148 Madrid sección 11148,Renta neta media por hogar,2021,31.117
112609,2807911149 Madrid sección 11149,Renta neta media por hogar,2021,27.351
112651,2807911150 Madrid sección 11150,Renta neta media por hogar,2021,33.144
112693,2807911151 Madrid sección 11151,Renta neta media por hogar,2021,27.685
112735,2807911152 Madrid sección 11152,Renta neta media por hogar,2021,32.007
112777,2807911153 Madrid sección 11153,Renta neta media por hogar,2021,27.874
112819,2807911154 Madrid sección 11154,Renta neta media por hogar,2021,25.784
112861,2807911155 Madrid sección 11155,Renta neta media por hogar,2021,37.635
112903,2807911156 Madrid sección 11156,Renta neta media por hogar,2021,44.393
112945,2807911157 Madrid sección 11157,Renta neta media por hogar,2021,26.886
112987,2807911158 Madrid sección 11158,Renta neta media por hogar,2021,22.809
113029,2807911159 Madrid sección 11159,Renta neta media por hogar,2021,
113071,2807911160 Madrid sección 11160,Renta neta media por hogar,2021,25.641
113113,2807911161 Madrid sección 11161,Renta neta media por hogar,2021,24.951
113155,2807911162 Madrid sección 11162,Renta neta media por hogar,2021,28.018
113197,2807911163 Madrid sección 11163,Renta neta media por hogar,2021,33.576
113239,2807911165 Madrid sección 11165,Renta neta media por hogar,2021,29.817
113281,2807911167 Madrid sección 11167,Renta neta media por hogar,2021,30.583
113323,2807911168 Madrid sección 11168,Renta neta media por hogar,2021,28.958
113365,2807911169 Madrid sección 11169,Renta neta media por hogar,2021,27.869
113407,2807911170 Madrid sección 11170,Renta neta media por hogar,2021,27.986
113449,2807911171 Madrid sección 11171,Renta neta media por hogar,2021,26.949
113491,2807911173 Madrid sección 11173,Renta neta media por hogar,2021,24.623
113533,2807911174 Madrid sección 11174,Renta neta media por hogar,2021,30.312
113575,2807911175 Madrid sección 11175,Renta neta media por hogar,2021,28.842
113617,2807911176 Madrid sección 11176,Renta neta media por hogar,2021,30.641
113659,2807911177 Madrid sección 11177,Renta neta media por hogar,2021,28.477
113701,2807911178 Madrid sección 11178,Renta neta media por hogar,2021,26.405
113743,2807911179 Madrid sección 11179,Renta neta media por hogar,2021,33.139
113785,2807911180 Madrid sección 11180,Renta neta media por hogar,2021,23.403
113827,2807911181 Madrid sección 11181,Renta neta media por hogar,2021,33.588
113869,2807911182 Madrid sección 11182,Renta neta media por hogar,2021,46.581
113911,2807911183 Madrid sección 11183,Renta neta media por hogar,2021,46.268
113953,2807911184 Madrid sección 11184,Renta neta media por hogar,2021,38.758
113995,2807911185 Madrid sección 11185,Renta neta media por hogar,2021,49.651
114037,2807911186 Madrid sección 11186,Renta neta media por hogar,2021,34.675
114079,2807911187 Madrid sección 11187,Renta neta media por hogar,2021,37.287
114121,2807911188 Madrid sección 11188,Renta neta media por hogar,2021,53.175
114163,2807911189 Madrid sección 11189,Renta neta media por hogar,2021,38.797
114205,2807911190 Madrid sección 11190,Renta neta media por hogar,2021,44.511
114247,2807911191 Madrid sección 11191,Renta neta media por hogar,2021,47.910
114289,2807911192 Madrid sección 11192,Renta neta media por hogar,2021,39.951
114331,2807911193 Madrid sección 11193,Renta neta media por hogar,2021,29.584
114373,2807911194 Madrid sección 11194,Renta neta media por hogar,2021,48.034
114415,2807911195 Madrid sección 11195,Renta neta media por hogar,2021,36.302
114457,2807911196 Madrid sección 11196,Renta neta media por hogar,2021,53.274
114499,2807911197 Madrid sección 11197,Renta neta media por hogar,2021,43.622
114541,2807911198 Madrid sección 11198,Renta neta media por hogar,2021,48.991
114625,2807912001 Madrid sección 12001,Renta neta media por hogar,2021,30.551
114667,2807912002 Madrid sección 12002,Renta neta media por hogar,2021,30.168
114709,2807912003 Madrid sección 12003,Renta neta media por hogar,2021,29.827
114751,2807912005 Madrid sección 12005,Renta neta media por hogar,2021,29.357
114793,2807912006 Madrid sección 12006,Renta neta media por hogar,2021,29.675
114835,2807912007 Madrid sección 12007,Renta neta media por hogar,2021,30.892
114877,2807912008 Madrid sección 12008,Renta neta media por hogar,2021,28.520
114919,2807912009 Madrid sección 12009,Renta neta media por hogar,2021,27.535
114961,2807912010 Madrid sección 12010,Renta neta media por hogar,2021,26.986
115003,2807912011 Madrid sección 12011,Renta neta media por hogar,2021,28.685
115045,2807912012 Madrid sección 12012,Renta neta media por hogar,2021,28.042
115087,2807912013 Madrid sección 12013,Renta neta media por hogar,2021,27.216
115129,2807912014 Madrid sección 12014,Renta neta media por hogar,2021,29.900
115171,2807912015 Madrid sección 12015,Renta neta media por hogar,2021,26.486
115213,2807912016 Madrid sección 12016,Renta neta media por hogar,2021,35.631
115255,2807912018 Madrid sección 12018,Renta neta media por hogar,2021,25.583
115297,2807912019 Madrid sección 12019,Renta neta media por hogar,2021,24.926
115339,2807912020 Madrid sección 12020,Renta neta media por hogar,2021,25.098
115381,2807912021 Madrid sección 12021,Renta neta media por hogar,2021,
115423,2807912022 Madrid sección 12022,Renta neta media por hogar,2021,25.574
115465,2807912023 Madrid sección 12023,Renta neta media por hogar,2021,26.794
115507,2807912024 Madrid sección 12024,Renta neta media por hogar,2021,34.026
115549,2807912027 Madrid sección 12027,Renta neta media por hogar,2021,32.455
115591,2807912028 Madrid sección 12028,Renta neta media por hogar,2021,24.866
115633,2807912029 Madrid sección 12029,Renta neta media por hogar,2021,24.197
115675,2807912030 Madrid sección 12030,Renta neta media por hogar,2021,27.398
115717,2807912031 Madrid sección 12031,Renta neta media por hogar,2021,27.196
115759,2807912032 Madrid sección 12032,Renta neta media por hogar,2021,30.832
115801,2807912033 Madrid sección 12033,Renta neta media por hogar,2021,27.263
115843,2807912034 Madrid sección 12034,Renta neta media por hogar,2021,27.364
115885,2807912036 Madrid sección 12036,Renta neta media por hogar,2021,
115927,2807912037 Madrid sección 12037,Renta neta media por hogar,2021,25.383
115969,2807912039 Madrid sección 12039,Renta neta media por hogar,2021,28.949
116011,2807912041 Madrid sección 12041,Renta neta media por hogar,2021,25.843
116053,2807912042 Madrid sección 12042,Renta neta media por hogar,2021,24.771
116095,2807912043 Madrid sección 12043,Renta neta media por hogar,2021,27.897
116137,2807912044 Madrid sección 12044,Renta neta media por hogar,2021,26.687
116179,2807912045 Madrid sección 12045,Renta neta media por hogar,2021,24.680
116221,2807912046 Madrid sección 12046,Renta neta media por hogar,2021,28.499
116263,2807912047 Madrid sección 12047,Renta neta media por hogar,2021,26.055
116305,2807912048 Madrid sección 12048,Renta neta media por hogar,2021,27.510
116347,2807912049 Madrid sección 12049,Renta neta media por hogar,2021,26.730
116389,2807912050 Madrid sección 12050,Renta neta media por hogar,2021,25.639
116431,2807912051 Madrid sección 12051,Renta neta media por hogar,2021,30.656
116473,2807912052 Madrid sección 12052,Renta neta media por hogar,2021,47.290
116515,2807912053 Madrid sección 12053,Renta neta media por hogar,2021,40.910
116557,2807912054 Madrid sección 12054,Renta neta media por hogar,2021,37.179
116599,2807912055 Madrid sección 12055,Renta neta media por hogar,2021,30.617
116641,2807912056 Madrid sección 12056,Renta neta media por hogar,2021,26.987
116683,2807912057 Madrid sección 12057,Renta neta media por hogar,2021,26.937
116725,2807912059 Madrid sección 12059,Renta neta media por hogar,2021,35.783
116767,2807912061 Madrid sección 12061,Renta neta media por hogar,2021,30.760
116809,2807912062 Madrid sección 12062,Renta neta media por hogar,2021,29.216
116851,2807912064 Madrid sección 12064,Renta neta media por hogar,2021,27.331
116893,2807912065 Madrid sección 12065,Renta neta media por hogar,2021,27.049
116935,2807912066 Madrid sección 12066,Renta neta media por hogar,2021,24.786
116977,2807912067 Madrid sección 12067,Renta neta media por hogar,2021,26.518
117019,2807912069 Madrid sección 12069,Renta neta media por hogar,2021,26.195
117061,2807912070 Madrid sección 12070,Renta neta media por hogar,2021,33.492
117103,2807912071 Madrid sección 12071,Renta neta media por hogar,2021,28.651
117145,2807912073 Madrid sección 12073,Renta neta media por hogar,2021,21.374
117187,2807912074 Madrid sección 12074,Renta neta media por hogar,2021,27.875
117229,2807912075 Madrid sección 12075,Renta neta media por hogar,2021,24.973
117271,2807912077 Madrid sección 12077,Renta neta media por hogar,2021,29.451
117313,2807912078 Madrid sección 12078,Renta neta media por hogar,2021,26.802
117355,2807912079 Madrid sección 12079,Renta neta media por hogar,2021,27.188
117397,2807912080 Madrid sección 12080,Renta neta media por hogar,2021,26.443
117439,2807912081 Madrid sección 12081,Renta neta media por hogar,2021,25.604
117481,2807912082 Madrid sección 12082,Renta neta media por hogar,2021,28.531
117523,2807912083 Madrid sección 12083,Renta neta media por hogar,2021,27.465
117565,2807912084 Madrid sección 12084,Renta neta media por hogar,2021,26.748
117607,2807912086 Madrid sección 12086,Renta neta media por hogar,2021,28.749
117649,2807912087 Madrid sección 12087,Renta neta media por hogar,2021,25.907
117691,2807912088 Madrid sección 12088,Renta neta media por hogar,2021,25.386
117733,2807912089 Madrid sección 12089,Renta neta media por hogar,2021,25.617
117775,2807912090 Madrid sección 12090,Renta neta media por hogar,2021,25.030
117817,2807912091 Madrid sección 12091,Renta neta media por hogar,2021,25.921
117859,2807912092 Madrid sección 12092,Renta neta media por hogar,2021,26.479
117901,2807912093 Madrid sección 12093,Renta neta media por hogar,2021,27.809
117943,2807912094 Madrid sección 12094,Renta neta media por hogar,2021,25.983
117985,2807912096 Madrid sección 12096,Renta neta media por hogar,2021,24.359
